           2
         404         
         404
0.000000000	0.000000000
8.000000000	0.000000000
8.000015421	0.007853961
8.000061685	0.015707802
8.000138790	0.023561400
8.000246735	0.031414635
8.000385519	0.039267385
8.000555140	0.047119530
8.000755594	0.054970948
8.000986879	0.062821518
8.001248992	0.070671120
8.001541928	0.078519632
8.001865682	0.086366932
8.002220250	0.094212901
8.002605626	0.102057418
8.003021805	0.109900360
8.003468780	0.117741607
8.003946543	0.125581039
8.004455088	0.133418534
8.004994407	0.141253972
8.005564492	0.149087231
8.006165333	0.156918191
8.006796921	0.164746732
8.007459247	0.172572732
8.008152301	0.180396070
8.008876071	0.188216627
8.009630547	0.196034281
8.010415716	0.203848912
8.011231568	0.211660399
8.012078089	0.219468622
8.012955266	0.227273461
8.013863086	0.235074795
8.014801535	0.242872504
8.015770597	0.250666467
8.016770259	0.258456565
8.017800505	0.266242677
8.018861319	0.274024683
8.019952685	0.281802464
8.021074585	0.289575899
8.022227003	0.297344868
8.023409920	0.305109252
8.024623319	0.312868930
8.025867180	0.320623784
8.027141486	0.328373693
8.028446215	0.336118539
8.029781348	0.343858201
8.031146864	0.351592560
8.032542742	0.359321497
8.033968961	0.367044893
8.035425499	0.374762629
8.036912332	0.382474586
8.038429439	0.390180644
8.039976796	0.397880685
8.041554379	0.405574591
8.043162163	0.413262242
8.044800124	0.420943520
8.046468237	0.428618306
8.048166476	0.436286483
8.049894815	0.443947931
8.051653226	0.451602534
8.053441683	0.459250172
8.055260159	0.466890728
8.057108625	0.474524084
8.058987053	0.482150122
8.060895414	0.489768724
8.062833678	0.497379774
8.064801815	0.504983154
8.066799796	0.512578746
8.068827589	0.520166434
8.070885163	0.527746100
8.072972487	0.535317627
8.075089527	0.542880900
8.077236252	0.550435800
8.079412629	0.557982212
8.081618623	0.565520019
8.083854201	0.573049105
8.086119329	0.580569355
8.088413970	0.588080650
8.090738091	0.595582877
8.093091655	0.603075920
8.095474626	0.610559662
8.097886967	0.618033989
8.100328641	0.625498785
8.102799611	0.632953934
8.105299837	0.640399323
8.107829282	0.647834836
8.110387907	0.655260359
8.112975672	0.662675777
8.115592537	0.670080975
8.118238462	0.677475840
8.120913406	0.684860258
8.123617328	0.692234114
8.126350186	0.699597295
8.129111938	0.706949688
8.131902542	0.714291178
8.134721954	0.721621653
8.137570130	0.728941000
8.140447028	0.736249105
8.143352603	0.743545857
8.146286809	0.750831142
8.149249601	0.758104849
8.152240935	0.765366865
8.155260763	0.772617078
8.158309040	0.779855376
8.161385717	0.787081647
8.164490749	0.794295781
8.167624086	0.801497666
8.170785680	0.808687191
8.173975484	0.815864245
8.177193447	0.823028717
8.180439520	0.830180497
8.183713652	0.837319475
8.187015794	0.844445540
8.190345895	0.851558583
8.193703903	0.858658494
8.197089766	0.865745163
8.200503432	0.872818481
8.203944848	0.879878340
8.207413962	0.886924629
8.210910720	0.893957241
8.214435068	0.900976067
8.217986952	0.907980999
8.221566316	0.914971929
8.225173106	0.921948749
8.228807266	0.928911351
8.232468740	0.935859629
8.236157471	0.942793474
8.239873403	0.949712780
8.243616479	0.956617440
8.247386640	0.963507348
8.251183828	0.970382398
8.255007986	0.977242483
8.258859053	0.984087498
8.262736971	0.990917337
8.266641680	0.997731895
8.270573119	1.004531066
8.274531228	1.011314747
8.278515946	1.018082832
8.282527211	1.024835216
8.286564962	1.031571797
8.290629136	1.038292469
8.294719671	1.044997129
8.298836504	1.051685675
8.302979570	1.058358002
8.307148807	1.065014008
8.311344149	1.071653590
8.315565533	1.078276646
8.319812892	1.084883073
8.324086162	1.091472771
8.328385277	1.098045636
8.332710170	1.104601568
8.337060775	1.111140466
8.341437025	1.117662229
8.345838851	1.124166756
8.350266187	1.130653947
8.354718964	1.137123701
8.359197113	1.143575920
8.363700565	1.150010504
8.368229251	1.156427353
8.372783101	1.162826369
8.377362045	1.169207452
8.381966011	1.175570505
8.386594930	1.181915428
8.391248729	1.188242126
8.395927338	1.194550499
8.400630683	1.200840451
8.405358692	1.207111884
8.410111293	1.213364702
8.414888412	1.219598809
8.419689975	1.225814107
8.424515909	1.232010503
8.429366138	1.238187899
8.434240589	1.244346200
8.439139185	1.250485313
8.444061852	1.256605141
8.449008514	1.262705591
8.453979093	1.268786568
8.458973514	1.274847979
8.463991700	1.280889731
8.469033573	1.286911729
8.474099055	1.292913882
8.479188069	1.298896097
8.484300535	1.304858281
8.489436375	1.310800342
8.494595510	1.316722189
8.499777861	1.322623731
8.504983346	1.328504876
8.510211887	1.334365534
8.515463402	1.340205614
8.520737810	1.346025027
8.526035030	1.351823682
8.531354981	1.357601491
8.536697580	1.363358364
8.542062745	1.369094212
8.547450393	1.374808947
8.552860442	1.380502480
8.558292807	1.386174725
8.563747404	1.391825593
8.569224151	1.397454998
8.574722962	1.403062852
8.580243753	1.408649069
8.585786438	1.414213562
8.591350931	1.419756247
8.596937148	1.425277038
8.602545002	1.430775849
8.608174407	1.436252596
8.613825275	1.441707193
8.619497520	1.447139558
8.625191053	1.452549607
8.630905788	1.457937255
8.636641636	1.463302420
8.642398509	1.468645019
8.648176318	1.473964970
8.653974973	1.479262190
8.659794386	1.484536598
8.665634466	1.489788113
8.671495124	1.495016654
8.677376269	1.500222139
8.683277811	1.505404490
8.689199658	1.510563625
8.695141719	1.515699465
8.701103903	1.520811931
8.707086118	1.525900945
8.713088271	1.530966427
8.719110269	1.536008300
8.725152021	1.541026486
8.731213432	1.546020907
8.737294409	1.550991486
8.743394859	1.555938148
8.749514687	1.560860815
8.755653800	1.565759411
8.761812101	1.570633862
8.767989497	1.575484091
8.774185893	1.580310025
8.780401191	1.585111588
8.786635298	1.589888707
8.792888116	1.594641308
8.799159549	1.599369317
8.805449501	1.604072662
8.811757874	1.608751271
8.818084572	1.613405070
8.824429495	1.618033989
8.830792548	1.622637955
8.837173631	1.627216899
8.843572647	1.631770749
8.849989496	1.636299435
8.856424080	1.640802887
8.862876299	1.645281036
8.869346053	1.649733813
8.875833244	1.654161149
8.882337771	1.658562975
8.888859534	1.662939225
8.895398432	1.667289830
8.901954364	1.671614723
8.908527229	1.675913838
8.915116927	1.680187108
8.921723354	1.684434467
8.928346410	1.688655851
8.934985992	1.692851193
8.941641998	1.697020430
8.948314325	1.701163496
8.955002871	1.705280329
8.961707531	1.709370864
8.968428203	1.713435038
8.975164784	1.717472789
8.981917168	1.721484054
8.988685253	1.725468772
8.995468934	1.729426881
9.002268105	1.733358320
9.009082663	1.737263029
9.015912502	1.741140947
9.022757517	1.744992014
9.029617602	1.748816172
9.036492652	1.752613360
9.043382560	1.756383521
9.050287220	1.760126597
9.057206526	1.763842529
9.064140371	1.767531260
9.071088649	1.771192734
9.078051251	1.774826894
9.085028071	1.778433684
9.092019001	1.782013048
9.099023933	1.785564932
9.106042759	1.789089280
9.113075371	1.792586038
9.120121660	1.796055152
9.127181519	1.799496568
9.134254837	1.802910234
9.141341506	1.806296097
9.148441417	1.809654105
9.155554460	1.812984206
9.162680525	1.816286348
9.169819503	1.819560480
9.176971283	1.822806553
9.184135755	1.826024516
9.191312809	1.829214320
9.198502334	1.832375914
9.205704219	1.835509251
9.212918353	1.838614283
9.220144624	1.841690960
9.227382922	1.844739237
9.234633135	1.847759065
9.241895151	1.850750399
9.249168858	1.853713191
9.256454143	1.856647397
9.263750895	1.859552972
9.271059000	1.862429870
9.278378347	1.865278046
9.285708822	1.868097458
9.293050312	1.870888062
9.300402705	1.873649814
9.307765886	1.876382672
9.315139742	1.879086594
9.322524160	1.881761538
9.329919025	1.884407463
9.337324223	1.887024328
9.344739641	1.889612093
9.352165164	1.892170718
9.359600677	1.894700163
9.367046066	1.897200389
9.374501215	1.899671359
9.381966011	1.902113033
9.389440338	1.904525374
9.396924080	1.906908345
9.404417123	1.909261909
9.411919350	1.911586030
9.419430645	1.913880671
9.426950895	1.916145799
9.434479981	1.918381377
9.442017788	1.920587371
9.449564200	1.922763748
9.457119100	1.924910473
9.464682373	1.927027513
9.472253900	1.929114837
9.479833566	1.931172411
9.487421254	1.933200204
9.495016846	1.935198185
9.502620226	1.937166322
9.510231276	1.939104586
9.517849878	1.941012947
9.525475916	1.942891375
9.533109272	1.944739841
9.540749828	1.946558317
9.548397466	1.948346774
9.556052069	1.950105185
9.563713517	1.951833524
9.571381694	1.953531763
9.579056480	1.955199876
9.586737758	1.956837837
9.594425409	1.958445621
9.602119315	1.960023204
9.609819356	1.961570561
9.617525414	1.963087668
9.625237371	1.964574501
9.632955107	1.966031039
9.640678503	1.967457258
9.648407440	1.968853136
9.656141799	1.970218652
9.663881461	1.971553785
9.671626307	1.972858514
9.679376216	1.974132820
9.687131070	1.975376681
9.694890748	1.976590080
9.702655132	1.977772997
9.710424101	1.978925415
9.718197536	1.980047315
9.725975317	1.981138681
9.733757323	1.982199495
